Postal District,Floor Level,Floor Area (SQM),25th Percentile ($ PSM),Median ($PSM),75th Percentile ($PSM),Reference Period
12,Level 1,30 & Below,66.67,83.00,103.70,2022Q1
12,Level 1,>30 - 100,63.72,97.27,107.63,2022Q1
12,Level 1,>100 - 300,112.05,117.08,145.15,2022Q1
12,Level 2 & 3,30 & Below,43.79,50.00,62.62,2022Q1
12,Level 2 & 3,>30 - 100,25.81,33.51,61.17,2022Q1
12,Level 1,30 & Below,100.00,114.29,123.05,2022Q2
12,Level 1,>30 - 100,59.70,76.54,112.01,2022Q2
12,Level 1,>100 - 300,51.05,61.74,64.90,2022Q2
12,Level 2 & 3,30 & Below,46.57,49.60,58.82,2022Q2
12,Level 2 & 3,>30 - 100,47.68,103.92,113.02,2022Q2
12,Level 1,30 & Below,73.19,122.86,135.07,2022Q3
12,Level 1,>30 - 100,56.62,96.64,111.68,2022Q3
12,Level 1,>100 - 300,70.90,82.46,91.45,2022Q3
12,Level 2 & 3,30 & Below,57.69,86.11,94.65,2022Q3
12,Level 2 & 3,>30 - 100,36.49,48.39,97.41,2022Q3
12,Level 1,30 & Below,81.78,135.14,163.69,2022Q4
12,Level 1,>30 - 100,44.00,64.26,107.23,2022Q4
12,Level 1,>100 - 300,56.76,71.61,113.42,2022Q4
12,Level 2 & 3,30 & Below,52.68,68.75,79.17,2022Q4
12,Level 2 & 3,>30 - 100,26.25,38.33,94.78,2022Q4
12,Level 2 & 3,>100 - 300,52.39,74.42,74.98,2022Q4
12,Level 1,30 & Below,102.94,105.26,113.64,2023Q1
12,Level 1,>30 - 100,93.94,105.93,139.91,2023Q1
12,Level 2 & 3,30 & Below,50.00,55.00,59.09,2023Q1
12,Level 2 & 3,>30 - 100,43.05,43.08,76.83,2023Q1
12,Level 2 & 3,>100 - 300,24.59,27.87,106.93,2023Q1
12,Level 1,30 & Below,112.07,129.85,144.41,2023Q2
12,Level 1,>30 - 100,56.82,91.49,111.15,2023Q2
12,Level 1,>100 - 300,60.46,74.63,91.20,2023Q2
12,Level 2 & 3,30 & Below,63.85,88.36,95.45,2023Q2
12,Level 2 & 3,>30 - 100,49.59,77.50,110.14,2023Q2
12,Level 1,30 & Below,74.53,84.45,111.43,2023Q3
12,Level 1,>30 - 100,92.11,107.64,120.25,2023Q3
12,Level 1,>100 - 300,41.69,63.70,92.50,2023Q3
12,Level 2 & 3,30 & Below,62.91,73.39,103.33,2023Q3
12,Level 2 & 3,>30 - 100,50.18,52.18,70.80,2023Q3
12,Level 1,30 & Below,83.75,118.16,127.77,2023Q4
12,Level 1,>30 - 100,95.39,118.41,145.30,2023Q4
12,Level 1,>100 - 300,54.70,69.26,89.50,2023Q4
12,Level 1,30 & Below,90.00,100.00,123.81,2024Q1
12,Level 1,>30 - 100,87.22,101.73,114.19,2024Q1
12,Level 2 & 3,>30 - 100,53.92,54.90,102.78,2024Q1
12,Level 1,30 & Below,100.00,135.71,155.56,2024Q2
12,Level 1,>30 - 100,83.61,129.17,172.26,2024Q2
12,Level 2 & 3,30 & Below,58.23,61.90,69.41,2024Q2
12,Level 2 & 3,>30 - 100,90.91,113.46,122.69,2024Q2
12,Level 1,30 & Below,80.83,108.90,123.90,2024Q3
12,Level 1,>30 - 100,67.11,102.94,118.39,2024Q3
12,Level 1,>100 - 300,52.09,65.46,90.76,2024Q3
12,Level 1,30 & Below,119.44,124.14,163.73,2024Q4
12,Level 1,>30 - 100,118.01,162.40,199.89,2024Q4
12,Level 2 & 3,30 & Below,63.32,67.04,71.83,2024Q4
12,Level 1,30 & Below,91.17,119.05,199.40,2025Q1
12,Level 1,>30 - 100,111.95,129.17,145.21,2025Q1
12,Level 1,>100 - 300,60.85,91.53,127.00,2025Q1
12,Level 2 & 3,30 & Below,58.48,61.11,70.79,2025Q1
12,Level 2 & 3,>30 - 100,92.77,101.26,121.52,2025Q1
12,Level 1,30 & Below,96.55,138.10,192.21,2025Q2
12,Level 1,>30 - 100,73.98,97.22,115.29,2025Q2
12,Level 1,>100 - 300,53.18,79.91,109.47,2025Q2
12,Level 2 & 3,30 & Below,65.05,68.33,79.71,2025Q2
12,Level 2 & 3,>30 - 100,67.49,78.60,94.02,2025Q2
13,Level 1,30 & Below,75.00,83.80,84.95,2021Q1
13,Level 1,>30 - 100,62.32,80.71,105.79,2021Q1
13,Level 2 & 3,>100 - 300,39.65,40.78,60.83,2021Q1
13,Level 1,30 & Below,71.43,80.10,108.57,2021Q2
13,Level 1,>30 - 100,72.08,91.14,111.98,2021Q2
13,Level 2 & 3,>30 - 100,37.75,56.77,60.09,2021Q2
13,Level 1,30 & Below,53.74,63.76,77.47,2021Q3
13,Level 1,>30 - 100,85.82,96.47,114.29,2021Q3
13,Level 1,30 & Below,88.21,89.34,122.59,2021Q4
13,Level 1,>30 - 100,97.44,103.03,127.27,2021Q4
13,Level 2 & 3,>30 - 100,42.10,47.60,52.08,2021Q4
13,Level 1,>30 - 100,92.77,97.78,117.87,2022Q1
13,Level 1,>30 - 100,120.21,166.67,170.86,2022Q2
13,Level 1,30 & Below,63.34,84.47,108.71,2022Q3
13,Level 1,>30 - 100,84.12,98.48,111.53,2022Q3
13,Level 2 & 3,>30 - 100,50.00,50.00,53.07,2022Q3
13,B1 & Below,30 & Below,517.36,577.78,664.29,2022Q4
13,B1 & Below,>30 - 100,282.75,328.01,353.12,2022Q4
13,Level 1,30 & Below,106.75,175.00,230.35,2022Q4
13,Level 1,>30 - 100,85.79,110.19,165.79,2022Q4
13,Level 1,>100 - 300,132.87,134.13,182.66,2022Q4
13,Level 2 & 3,>30 - 100,53.35,102.96,256.80,2022Q4
13,Level 2 & 3,>100 - 300,121.67,158.95,170.00,2022Q4
13,B1 & Below,30 & Below,409.09,572.73,626.92,2023Q1
13,Level 1,>30 - 100,136.26,159.34,173.77,2023Q1
13,Level 1,>100 - 300,193.04,233.90,251.59,2023Q1
13,Level 2 & 3,>30 - 100,62.19,73.16,95.13,2023Q1
13,Level 2 & 3,>100 - 300,83.95,109.91,133.98,2023Q1
13,B1 & Below,30 & Below,241.25,275.11,520.00,2023Q2
13,Level 1,30 & Below,96.45,123.33,127.29,2023Q2
13,Level 1,>30 - 100,85.31,119.93,135.86,2023Q2
13,Level 2 & 3,>30 - 100,44.83,53.42,83.12,2023Q2
13,Level 1,30 & Below,88.40,97.28,111.75,2023Q3
13,Level 1,>30 - 100,96.83,118.49,129.70,2023Q3
13,B1 & Below,30 & Below,271.25,512.50,572.92,2023Q4
13,Level 1,>30 - 100,105.22,139.41,160.97,2023Q4
13,Level 2 & 3,>100 - 300,50.44,53.82,71.61,2023Q4
13,Level 1,>30 - 100,73.34,112.30,144.35,2024Q1
13,Level 2 & 3,>30 - 100,50.76,52.63,54.44,2024Q1
13,B1 & Below,30 & Below,67.98,354.07,624.91,2024Q2
13,Level 1,30 & Below,87.89,98.46,103.09,2024Q2
13,Level 1,>30 - 100,98.48,100.00,120.00,2024Q2
13,B1 & Below,30 & Below,303.29,553.64,576.82,2024Q3
13,Level 1,>30 - 100,97.10,118.75,141.55,2024Q3
13,Level 1,30 & Below,98.04,120.00,121.76,2024Q4
13,Level 1,>30 - 100,145.31,174.38,188.37,2024Q4
13,B1 & Below,30 & Below,268.39,283.33,317.13,2025Q1
13,Level 1,>30 - 100,110.39,120.59,156.08,2025Q1
13,B1 & Below,30 & Below,224.47,417.31,650.49,2025Q2
13,Level 1,>30 - 100,118.37,145.83,183.00,2025Q2
14,B1 & Below,30 & Below,53.33,57.14,71.92,2021Q1
14,B1 & Below,>30 - 100,135.14,156.35,161.67,2021Q1
14,Level 1,30 & Below,54.45,88.15,147.85,2021Q1
14,Level 1,>30 - 100,76.06,99.72,129.23,2021Q1
14,Level 2 & 3,30 & Below,50.00,57.70,78.41,2021Q1
14,Level 2 & 3,>30 - 100,43.24,60.56,76.56,2021Q1
14,B1 & Below,30 & Below,51.97,57.50,74.54,2021Q2
14,B1 & Below,>30 - 100,124.89,133.57,146.34,2021Q2
14,Level 1,30 & Below,66.67,102.94,211.17,2021Q2
14,Level 1,>30 - 100,56.08,72.00,85.11,2021Q2
14,Level 1,>100 - 300,65.14,85.68,111.53,2021Q2
14,Level 2 & 3,30 & Below,42.77,52.79,61.90,2021Q2
14,Level 2 & 3,>30 - 100,48.44,75.00,119.17,2021Q2
14,Level 2 & 3,>100 - 300,86.11,86.11,90.86,2021Q2
14,B1 & Below,30 & Below,41.18,54.17,73.68,2021Q3
14,B1 & Below,>30 - 100,74.32,107.64,177.27,2021Q3
14,Level 1,30 & Below,62.80,85.16,117.94,2021Q3
14,Level 1,>30 - 100,50.00,91.61,107.63,2021Q3
14,Level 1,>100 - 300,95.75,103.21,111.65,2021Q3
14,Level 2 & 3,30 & Below,47.25,53.75,66.55,2021Q3
14,Level 2 & 3,>30 - 100,60.49,67.57,78.89,2021Q3
14,Level 4 & Above,30 & Below,94.09,120.00,136.47,2021Q3
14,B1 & Below,30 & Below,52.50,58.01,67.02,2021Q4
14,B1 & Below,>30 - 100,54.14,117.13,133.16,2021Q4
14,Level 1,30 & Below,63.00,85.29,115.71,2021Q4
14,Level 1,>30 - 100,55.93,86.21,109.62,2021Q4
14,Level 1,>100 - 300,59.26,71.96,84.79,2021Q4
14,Level 2 & 3,30 & Below,46.86,53.85,70.08,2021Q4
14,Level 2 & 3,>30 - 100,52.48,60.79,79.33,2021Q4
14,Level 2 & 3,>100 - 300,60.62,62.96,68.09,2021Q4
14,Level 4 & Above,30 & Below,38.57,52.63,83.33,2021Q4
14,B1 & Below,30 & Below,46.77,71.92,217.22,2022Q1
14,B1 & Below,>30 - 100,71.98,225.00,343.07,2022Q1
14,Level 1,30 & Below,67.33,94.44,135.29,2022Q1
14,Level 1,>30 - 100,57.60,82.89,151.51,2022Q1
14,Level 2 & 3,30 & Below,44.96,54.13,60.00,2022Q1
14,Level 2 & 3,>30 - 100,45.59,58.70,76.78,2022Q1
14,Level 4 & Above,>30 - 100,182.93,231.43,261.15,2022Q1
14,B1 & Below,30 & Below,50.78,63.07,244.86,2022Q2
14,B1 & Below,>30 - 100,172.71,229.22,244.33,2022Q2
14,B1 & Below,>100 - 300,136.79,168.09,201.37,2022Q2
14,Level 1,30 & Below,67.29,85.98,157.63,2022Q2
14,Level 1,>30 - 100,58.06,82.89,132.39,2022Q2
14,Level 1,>100 - 300,109.07,128.95,153.99,2022Q2
14,Level 2 & 3,30 & Below,47.67,57.97,68.03,2022Q2
14,Level 2 & 3,>30 - 100,57.95,97.57,212.02,2022Q2
14,Level 4 & Above,>100 - 300,147.97,185.71,209.49,2022Q2
14,B1 & Below,30 & Below,40.00,66.67,93.07,2022Q3
14,B1 & Below,>30 - 100,53.85,129.25,212.38,2022Q3
14,B1 & Below,>100 - 300,138.07,181.88,196.51,2022Q3
14,Level 1,30 & Below,71.18,100.40,187.99,2022Q3
14,Level 1,>30 - 100,70.39,89.66,120.34,2022Q3
14,Level 1,>100 - 300,74.19,77.89,134.07,2022Q3
14,Level 2 & 3,30 & Below,54.55,63.16,78.26,2022Q3
14,Level 2 & 3,>30 - 100,48.48,61.32,81.95,2022Q3
14,Level 2 & 3,>100 - 300,82.88,105.51,141.73,2022Q3
14,Level 4 & Above,>30 - 100,159.18,286.17,286.85,2022Q3
14,B1 & Below,30 & Below,45.67,69.47,92.97,2022Q4
14,B1 & Below,>30 - 100,76.52,123.28,166.18,2022Q4
14,Level 1,30 & Below,71.19,91.15,127.75,2022Q4
14,Level 1,>30 - 100,58.42,82.60,115.76,2022Q4
14,Level 1,>100 - 300,67.44,91.04,114.64,2022Q4
14,Level 2 & 3,30 & Below,54.59,60.43,71.13,2022Q4
14,Level 2 & 3,>30 - 100,37.84,56.27,72.80,2022Q4
14,Level 2 & 3,>100 - 300,15.69,27.27,55.39,2022Q4
14,Level 2 & 3,>300,35.85,43.06,43.11,2022Q4
14,Level 4 & Above,>30 - 100,28.19,29.16,29.93,2022Q4
14,Level 4 & Above,>100 - 300,22.17,33.20,37.92,2022Q4
14,Level 4 & Above,>300,22.28,23.27,28.00,2022Q4
14,B1 & Below,30 & Below,49.91,60.71,64.58,2023Q1
14,B1 & Below,>30 - 100,139.91,142.17,335.22,2023Q1
14,Level 1,30 & Below,79.29,97.06,146.24,2023Q1
14,Level 1,>30 - 100,68.40,85.46,154.17,2023Q1
14,Level 1,>100 - 300,83.59,122.42,176.24,2023Q1
14,Level 2 & 3,30 & Below,53.70,61.82,71.23,2023Q1
14,Level 2 & 3,>30 - 100,58.00,76.93,119.69,2023Q1
14,Level 4 & Above,30 & Below,76.84,87.01,93.97,2023Q1
14,Level 4 & Above,>30 - 100,30.14,30.14,32.19,2023Q1
14,B1 & Below,30 & Below,55.55,74.63,168.10,2023Q2
14,B1 & Below,>30 - 100,93.00,141.93,172.41,2023Q2
14,B1 & Below,>100 - 300,158.12,162.06,222.45,2023Q2
14,Level 1,30 & Below,75.60,88.10,133.33,2023Q2
14,Level 1,>30 - 100,64.96,106.92,163.58,2023Q2
14,Level 1,>100 - 300,69.88,181.25,222.27,2023Q2
14,Level 2 & 3,30 & Below,61.99,69.89,89.82,2023Q2
14,Level 2 & 3,>30 - 100,61.06,83.21,168.19,2023Q2
14,Level 2 & 3,>100 - 300,112.80,134.75,145.87,2023Q2
14,B1 & Below,30 & Below,56.91,60.00,71.37,2023Q3
14,B1 & Below,>30 - 100,130.95,179.58,227.99,2023Q3
14,Level 1,30 & Below,75.37,100.00,148.89,2023Q3
14,Level 1,>30 - 100,62.70,86.81,152.97,2023Q3
14,Level 1,>100 - 300,55.31,78.08,143.21,2023Q3
14,Level 2 & 3,30 & Below,65.40,72.60,84.68,2023Q3
14,Level 2 & 3,>30 - 100,64.86,105.56,208.29,2023Q3
14,Level 2 & 3,>100 - 300,37.72,54.39,71.94,2023Q3
14,Level 2 & 3,>300,44.75,56.79,57.08,2023Q3
14,B1 & Below,30 & Below,54.53,63.79,102.82,2023Q4
14,B1 & Below,>30 - 100,152.56,174.71,198.54,2023Q4
14,B1 & Below,>100 - 300,160.23,172.07,179.44,2023Q4
14,Level 1,30 & Below,88.24,111.11,200.00,2023Q4
14,Level 1,>30 - 100,76.10,96.53,128.53,2023Q4
14,Level 1,>100 - 300,74.75,83.95,94.39,2023Q4
14,Level 2 & 3,30 & Below,59.00,65.91,79.50,2023Q4
14,Level 2 & 3,>30 - 100,48.99,69.17,118.96,2023Q4
14,Level 2 & 3,>100 - 300,86.33,94.49,95.03,2023Q4
14,B1 & Below,30 & Below,69.23,77.27,167.96,2024Q1
14,B1 & Below,>30 - 100,110.45,162.27,307.85,2024Q1
14,Level 1,30 & Below,76.25,108.33,182.00,2024Q1
14,Level 1,>30 - 100,48.68,75.28,95.79,2024Q1
14,Level 1,>100 - 300,120.37,159.40,184.57,2024Q1
14,Level 2 & 3,30 & Below,54.55,63.64,94.75,2024Q1
14,Level 2 & 3,>30 - 100,59.66,90.37,135.51,2024Q1
14,Level 2 & 3,>100 - 300,79.46,86.44,116.42,2024Q1
14,Level 4 & Above,>30 - 100,48.54,60.60,104.66,2024Q1
14,B1 & Below,30 & Below,53.15,147.02,316.81,2024Q2
14,B1 & Below,>30 - 100,158.84,164.42,166.00,2024Q2
14,B1 & Below,>100 - 300,118.00,160.26,162.71,2024Q2
14,Level 1,30 & Below,94.44,128.57,200.00,2024Q2
14,Level 1,>30 - 100,57.73,67.80,146.40,2024Q2
14,Level 1,>100 - 300,55.11,93.68,145.30,2024Q2
14,Level 2 & 3,30 & Below,66.10,73.86,92.63,2024Q2
14,Level 2 & 3,>30 - 100,52.99,63.58,94.02,2024Q2
14,B1 & Below,30 & Below,66.67,70.00,192.50,2024Q3
14,B1 & Below,>30 - 100,155.09,161.18,194.94,2024Q3
14,Level 1,30 & Below,70.60,118.82,169.47,2024Q3
14,Level 1,>30 - 100,65.49,94.34,127.00,2024Q3
14,Level 1,>100 - 300,69.28,75.05,78.12,2024Q3
14,Level 2 & 3,30 & Below,62.66,73.82,89.25,2024Q3
14,Level 2 & 3,>30 - 100,60.02,66.85,74.83,2024Q3
14,Level 2 & 3,>100 - 300,75.68,78.60,105.79,2024Q3
14,Level 2 & 3,>300,39.34,62.60,134.34,2024Q3
14,Level 4 & Above,>30 - 100,59.92,73.03,95.70,2024Q3
14,B1 & Below,30 & Below,61.31,70.29,103.69,2024Q4
14,B1 & Below,>30 - 100,64.67,114.15,181.94,2024Q4
14,Level 1,30 & Below,91.18,105.88,177.78,2024Q4
14,Level 1,>30 - 100,90.11,107.27,142.85,2024Q4
14,Level 1,>100 - 300,73.21,86.08,114.68,2024Q4
14,Level 2 & 3,30 & Below,64.02,68.30,93.62,2024Q4
14,Level 2 & 3,>30 - 100,54.73,61.40,180.44,2024Q4
14,Level 2 & 3,>100 - 300,52.82,73.37,74.34,2024Q4
14,Level 2 & 3,>300,43.05,43.05,67.70,2024Q4
14,B1 & Below,30 & Below,63.64,81.82,364.27,2025Q1
14,B1 & Below,>30 - 100,184.02,205.38,361.71,2025Q1
14,B1 & Below,>100 - 300,155.26,180.82,184.07,2025Q1
14,Level 1,30 & Below,91.67,130.59,212.81,2025Q1
14,Level 1,>30 - 100,102.04,139.78,198.79,2025Q1
14,Level 1,>100 - 300,99.59,120.55,134.01,2025Q1
14,Level 2 & 3,30 & Below,64.00,68.83,75.00,2025Q1
14,Level 2 & 3,>30 - 100,68.94,127.94,228.48,2025Q1
14,Level 4 & Above,30 & Below,75.71,89.64,104.28,2025Q1
14,B1 & Below,30 & Below,52.27,81.25,201.02,2025Q2
14,B1 & Below,>30 - 100,152.03,215.17,283.40,2025Q2
14,B1 & Below,>100 - 300,224.85,227.56,280.14,2025Q2
14,Level 1,30 & Below,78.70,111.11,168.89,2025Q2
14,Level 1,>30 - 100,81.40,101.61,146.15,2025Q2
14,Level 1,>100 - 300,45.38,82.27,158.74,2025Q2
14,Level 2 & 3,30 & Below,62.22,72.36,92.92,2025Q2
14,Level 2 & 3,>30 - 100,63.54,100.30,162.23,2025Q2
14,Level 4 & Above,>30 - 100,56.95,71.60,120.14,2025Q2
15,B1 & Below,30 & Below,66.64,78.59,129.83,2021Q1
15,B1 & Below,>30 - 100,75.11,104.19,281.12,2021Q1
15,Level 1,30 & Below,52.66,70.83,93.14,2021Q1
15,Level 1,>30 - 100,52.08,63.24,86.15,2021Q1
15,Level 1,>100 - 300,106.58,115.56,134.98,2021Q1
15,Level 2 & 3,30 & Below,50.00,52.77,71.18,2021Q1
15,Level 2 & 3,>30 - 100,71.53,132.57,225.39,2021Q1
15,Level 2 & 3,>100 - 300,49.90,91.20,147.23,2021Q1
15,Level 2 & 3,>300,52.00,53.82,87.70,2021Q1
15,B1 & Below,30 & Below,59.23,80.95,158.49,2021Q2
15,B1 & Below,>30 - 100,53.59,104.87,216.38,2021Q2
15,B1 & Below,>100 - 300,95.61,142.77,178.59,2021Q2
15,Level 1,30 & Below,50.00,72.73,96.79,2021Q2
15,Level 1,>30 - 100,64.82,103.90,260.24,2021Q2
15,Level 1,>100 - 300,97.51,108.11,125.64,2021Q2
15,Level 2 & 3,30 & Below,41.72,51.92,64.29,2021Q2
15,Level 2 & 3,>30 - 100,36.44,48.66,81.08,2021Q2
15,B1 & Below,30 & Below,51.38,64.64,128.85,2021Q3
15,B1 & Below,>30 - 100,46.28,105.51,146.41,2021Q3
15,B1 & Below,>100 - 300,95.23,107.78,155.41,2021Q3
15,Level 1,30 & Below,46.15,55.56,75.00,2021Q3
15,Level 1,>30 - 100,54.25,74.07,95.18,2021Q3
15,Level 1,>100 - 300,81.82,86.73,299.19,2021Q3
15,Level 2 & 3,30 & Below,40.00,44.71,64.56,2021Q3
15,Level 2 & 3,>30 - 100,39.56,48.69,84.32,2021Q3
15,Level 2 & 3,>100 - 300,55.07,83.80,163.25,2021Q3
15,Level 4 & Above,>30 - 100,54.39,90.31,131.50,2021Q3
15,B1 & Below,30 & Below,59.50,74.07,361.99,2021Q4
15,B1 & Below,>30 - 100,59.47,85.94,206.70,2021Q4
15,Level 1,30 & Below,53.13,72.73,119.48,2021Q4
15,Level 1,>30 - 100,58.12,85.52,121.06,2021Q4
15,Level 1,>100 - 300,126.03,167.68,209.45,2021Q4
15,Level 2 & 3,30 & Below,52.81,57.57,66.23,2021Q4
15,Level 2 & 3,>30 - 100,44.74,53.13,103.81,2021Q4
15,Level 2 & 3,>100 - 300,59.43,125.66,136.58,2021Q4
15,Level 2 & 3,>300,52.86,58.69,67.03,2021Q4
15,Level 4 & Above,>30 - 100,48.31,49.15,97.40,2021Q4
15,B1 & Below,30 & Below,67.68,75.94,305.04,2022Q1
15,B1 & Below,>30 - 100,67.65,137.73,202.09,2022Q1
15,B1 & Below,>100 - 300,101.69,102.39,153.45,2022Q1
15,Level 1,30 & Below,45.83,58.23,93.80,2022Q1
15,Level 1,>30 - 100,55.80,80.05,152.87,2022Q1
15,Level 1,>100 - 300,46.00,127.31,218.98,2022Q1
15,Level 2 & 3,30 & Below,40.84,48.21,57.07,2022Q1
15,Level 2 & 3,>30 - 100,52.32,99.59,200.13,2022Q1
15,Level 2 & 3,>100 - 300,68.50,80.78,116.49,2022Q1
15,B1 & Below,30 & Below,53.82,106.25,212.37,2022Q2
15,B1 & Below,>30 - 100,93.74,186.53,342.68,2022Q2
15,Level 1,30 & Below,50.00,64.71,81.82,2022Q2
15,Level 1,>30 - 100,64.67,77.64,139.71,2022Q2
15,Level 1,>100 - 300,89.63,108.63,143.31,2022Q2
15,Level 2 & 3,30 & Below,54.02,64.42,114.94,2022Q2
15,Level 2 & 3,>30 - 100,45.65,63.18,112.97,2022Q2
15,Level 2 & 3,>100 - 300,76.84,97.88,184.10,2022Q2
15,Level 4 & Above,>30 - 100,79.32,97.61,111.73,2022Q2
15,Level 4 & Above,>100 - 300,55.07,60.14,81.65,2022Q2
15,B1 & Below,30 & Below,57.53,91.25,184.38,2022Q3
15,B1 & Below,>30 - 100,91.36,161.86,310.11,2022Q3
15,Level 1,30 & Below,62.73,69.57,100.00,2022Q3
15,Level 1,>30 - 100,63.39,94.95,140.15,2022Q3
15,Level 1,>100 - 300,86.09,92.05,101.90,2022Q3
15,Level 2 & 3,30 & Below,50.00,70.71,106.38,2022Q3
15,Level 2 & 3,>30 - 100,48.86,59.68,112.19,2022Q3
15,Level 2 & 3,>100 - 300,73.83,78.58,135.92,2022Q3
15,Level 4 & Above,>30 - 100,80.81,118.77,120.51,2022Q3
15,B1 & Below,30 & Below,49.34,60.53,142.31,2022Q4
15,B1 & Below,>30 - 100,68.82,148.42,176.39,2022Q4
15,B1 & Below,>100 - 300,40.90,167.03,181.88,2022Q4
15,B1 & Below,>300,31.79,136.91,238.82,2022Q4
15,Level 1,30 & Below,63.12,77.04,143.15,2022Q4
15,Level 1,>30 - 100,53.95,87.38,113.12,2022Q4
15,Level 1,>100 - 300,79.77,133.41,144.52,2022Q4
15,Level 1,>300,35.17,35.18,87.94,2022Q4
15,Level 2 & 3,30 & Below,44.00,54.47,66.06,2022Q4
15,Level 2 & 3,>30 - 100,40.95,49.67,54.98,2022Q4
15,Level 2 & 3,>100 - 300,29.67,45.86,51.67,2022Q4
15,Level 2 & 3,>300,34.98,45.74,53.82,2022Q4
15,Level 4 & Above,>30 - 100,55.93,61.69,74.56,2022Q4
15,Level 4 & Above,>100 - 300,67.19,82.78,91.81,2022Q4
15,B1 & Below,30 & Below,56.67,71.03,88.22,2023Q1
15,B1 & Below,>30 - 100,57.30,86.19,178.78,2023Q1
15,B1 & Below,>100 - 300,104.52,122.95,164.91,2023Q1
15,Level 1,30 & Below,64.96,88.76,111.08,2023Q1
15,Level 1,>30 - 100,81.42,101.57,137.73,2023Q1
15,Level 1,>100 - 300,106.50,115.43,131.87,2023Q1
15,Level 2 & 3,30 & Below,54.31,61.55,67.05,2023Q1
15,Level 2 & 3,>30 - 100,58.95,72.98,120.01,2023Q1
15,Level 2 & 3,>300,24.09,35.16,47.86,2023Q1
15,Level 4 & Above,>30 - 100,53.41,57.57,59.41,2023Q1
15,B1 & Below,30 & Below,77.78,109.38,343.85,2023Q2
15,B1 & Below,>30 - 100,116.86,233.71,349.82,2023Q2
15,B1 & Below,>100 - 300,79.66,80.24,89.67,2023Q2
15,B1 & Below,>300,105.22,143.61,206.27,2023Q2
15,Level 1,30 & Below,67.88,86.31,117.99,2023Q2
15,Level 1,>30 - 100,71.14,87.42,113.35,2023Q2
15,Level 1,>100 - 300,89.03,162.62,172.34,2023Q2
15,Level 2 & 3,30 & Below,55.99,65.00,75.96,2023Q2
15,Level 2 & 3,>30 - 100,63.24,100.00,274.26,2023Q2
15,Level 2 & 3,>100 - 300,46.09,64.59,69.25,2023Q2
15,Level 2 & 3,>300,56.40,56.82,64.56,2023Q2
15,Level 4 & Above,>30 - 100,48.55,54.24,112.13,2023Q2
15,B1 & Below,30 & Below,73.68,100.00,135.95,2023Q3
15,B1 & Below,>30 - 100,123.41,198.43,295.94,2023Q3
15,B1 & Below,>100 - 300,51.54,56.22,111.25,2023Q3
15,B1 & Below,>300,56.97,102.79,135.70,2023Q3
15,Level 1,30 & Below,63.21,90.00,107.33,2023Q3
15,Level 1,>30 - 100,83.33,104.17,153.65,2023Q3
15,Level 1,>100 - 300,84.93,105.44,120.13,2023Q3
15,Level 1,>300,92.23,105.45,190.07,2023Q3
15,Level 2 & 3,30 & Below,53.85,54.80,77.27,2023Q3
15,Level 2 & 3,>30 - 100,48.61,67.65,80.85,2023Q3
15,Level 2 & 3,>100 - 300,56.52,72.68,93.78,2023Q3
15,B1 & Below,30 & Below,80.95,199.63,253.16,2023Q4
15,B1 & Below,>30 - 100,61.06,120.34,344.03,2023Q4
15,Level 1,30 & Below,60.76,78.62,109.66,2023Q4
15,Level 1,>30 - 100,59.50,88.33,96.97,2023Q4
15,Level 1,>100 - 300,72.79,100.64,127.73,2023Q4
15,Level 2 & 3,30 & Below,59.32,89.29,304.00,2023Q4
15,Level 2 & 3,>30 - 100,58.66,63.11,71.81,2023Q4
15,Level 2 & 3,>100 - 300,96.96,109.66,132.68,2023Q4
15,B1 & Below,30 & Below,77.78,105.00,278.99,2024Q1
15,B1 & Below,>30 - 100,266.04,350.69,373.53,2024Q1
15,B1 & Below,>100 - 300,62.91,69.94,90.36,2024Q1
15,Level 1,30 & Below,76.69,106.33,141.11,2024Q1
15,Level 1,>30 - 100,80.25,90.94,122.77,2024Q1
15,Level 1,>100 - 300,74.33,92.89,120.04,2024Q1
15,Level 2 & 3,30 & Below,57.14,64.50,72.73,2024Q1
15,Level 2 & 3,>30 - 100,60.15,84.38,238.38,2024Q1
15,Level 2 & 3,>100 - 300,40.15,84.61,113.31,2024Q1
15,Level 2 & 3,>300,20.99,21.53,26.86,2024Q1
15,B1 & Below,30 & Below,59.69,75.27,179.70,2024Q2
15,B1 & Below,>30 - 100,131.71,256.27,310.55,2024Q2
15,Level 1,30 & Below,74.55,88.79,103.00,2024Q2
15,Level 1,>30 - 100,78.13,106.06,131.61,2024Q2
15,Level 1,>100 - 300,77.64,155.83,197.76,2024Q2
15,Level 2 & 3,30 & Below,65.38,72.86,195.41,2024Q2
15,Level 2 & 3,>30 - 100,52.94,75.33,187.32,2024Q2
15,Level 2 & 3,>100 - 300,65.92,72.67,98.57,2024Q2
15,B1 & Below,30 & Below,104.74,250.13,321.73,2024Q3
15,B1 & Below,>30 - 100,107.56,171.58,306.33,2024Q3
15,B1 & Below,>100 - 300,131.76,201.93,220.79,2024Q3
15,Level 1,30 & Below,84.01,115.79,231.51,2024Q3
15,Level 1,>30 - 100,81.50,90.74,121.34,2024Q3
15,Level 1,>100 - 300,59.60,79.12,118.90,2024Q3
15,Level 2 & 3,30 & Below,58.00,68.28,90.00,2024Q3
